user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
KM70	d__Bacteria;p__Firmicutes_D;c__Proteinivoracia;o__UBA4975;f__UBA4975;g__JAAYIH01;s__JAAYIH01 sp012523545	GCA_012523545.1	95.0	d__Bacteria;p__Firmicutes_D;c__Proteinivoracia;o__UBA4975;f__UBA4975;g__JAAYIH01;s__JAAYIH01 sp012523545	99.72	0.95	GCA_012523545.1	95.0	d__Bacteria;p__Firmicutes_D;c__Proteinivoracia;o__UBA4975;f__UBA4975;g__JAAYIH01;s__JAAYIH01 sp012523545	99.72	0.95	d__Bacteria;p__Firmicutes_D;c__Proteinivoracia;o__UBA4975;f__UBA4975;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	94.9	11	N/A	N/A
KM71	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__GCA-2748155;s__GCA-2748155 sp016710385	GCA_016710385.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__GCA-2748155;s__GCA-2748155 sp016710385	99.22	0.96	GCA_016710385.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__GCA-2748155;s__GCA-2748155 sp016710385	99.22	0.96	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__GCA-2748155;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_016710645.1, s__GCA-2748155 sp016710645, 95.0, 85.88, 0.77; GCA_016707175.1, s__GCA-2748155 sp016707175, 95.0, 80.72, 0.52; GCA_016715285.1, s__GCA-2748155 sp016715285, 95.0, 80.51, 0.46; GCA_016704565.1, s__GCA-2748155 sp016704565, 95.0, 80.26, 0.54; GCA_016711095.1, s__GCA-2748155 sp016711095, 95.0, 79.41, 0.41; GCA_002748155.1, s__GCA-2748155 sp002748155, 95.0, 78.33, 0.34	86.99	11	N/A	N/A
KM72	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__CG2-30-64-16;f__CG2-30-64-16;g__MWBF01;s__	N/A	N/A	N/A	N/A	N/A	GCA_002068935.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__CG2-30-64-16;f__CG2-30-64-16;g__MWBF01;s__MWBF01 sp002068935	80.0	0.39	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__CG2-30-64-16;f__CG2-30-64-16;g__MWBF01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	88.13	11	0.8976612204937694	N/A
KM73	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU087;f__DTU087;g__DTU087;s__DTU087 sp012510855	GCA_012510855.1	95.0	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU087;f__DTU087;g__DTU087;s__DTU087 sp012510855	99.23	0.78	GCA_012510855.1	95.0	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU087;f__DTU087;g__DTU087;s__DTU087 sp012510855	99.23	0.78	d__Bacteria;p__Firmicutes_G;c__Limnochordia;o__DTU087;f__DTU087;g__DTU087;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_012735435.1, s__DTU087 sp012735435, 95.0, 83.85, 0.75; GCA_012727675.1, s__DTU087 sp012727675, 95.0, 83.06, 0.66; GCA_012839845.1, s__DTU087 sp012839845, 95.0, 80.76, 0.56; GCA_001513495.1, s__DTU087 sp001513495, 95.0, 80.19, 0.6	81.91	11	N/A	N/A
KM74	d__Bacteria;p__Armatimonadota;c__UBA5377;o__UBA1398;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Armatimonadota;c__UBA5377;o__UBA1398;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	86.0	11	0.618938264006864	N/A
KM79	d__Bacteria;p__DTU030;c__DTU030;o__DTU030;f__DTU030;g__DTU030;s__DTU030 sp012842325	GCA_012842325.1	95.0	d__Bacteria;p__DTU030;c__DTU030;o__DTU030;f__DTU030;g__DTU030;s__DTU030 sp012842325	99.49	0.91	GCA_012842325.1	95.0	d__Bacteria;p__DTU030;c__DTU030;o__DTU030;f__DTU030;g__DTU030;s__DTU030 sp012842325	99.49	0.91	d__Bacteria;p__DTU030;c__DTU030;o__DTU030;f__DTU030;g__DTU030;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001513125.1, s__DTU030 sp001513125, 95.0, 85.5, 0.79; GCA_012841005.1, s__DTU030 sp012841005, 95.0, 82.23, 0.79	93.51	11	N/A	N/A
KM80	d__Bacteria;p__Atribacterota;c__Atribacteria;o__Atribacterales;f__Atribacteraceae;g__Atribacter;s__Atribacter sp002069605	GCA_002069605.1	95.0	d__Bacteria;p__Atribacterota;c__Atribacteria;o__Atribacterales;f__Atribacteraceae;g__Atribacter;s__Atribacter sp002069605	99.28	0.89	GCA_002069605.1	95.0	d__Bacteria;p__Atribacterota;c__Atribacteria;o__Atribacterales;f__Atribacteraceae;g__Atribacter;s__Atribacter sp002069605	99.28	0.89	d__Bacteria;p__Atribacterota;c__Atribacteria;o__Atribacterales;f__Atribacteraceae;g__Atribacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003542295.1, s__Atribacter sp003542295, 95.0, 90.75, 0.73; GCF_015775515.1, s__Atribacter laminatus, 95.0, 88.23, 0.93; GCA_012517635.1, s__Atribacter sp012517635, 95.0, 85.87, 0.71; GCA_012517485.1, s__Atribacter sp012517485, 95.0, 83.75, 0.63; GCA_018056205.1, s__Atribacter sp018056205, 95.0, 80.87, 0.7	91.3	11	N/A	N/A
KM85	d__Bacteria;p__Hydrogenedentota;c__Hydrogenedentia;o__Hydrogenedentiales;f__CAITNO01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Hydrogenedentota;c__Hydrogenedentia;o__Hydrogenedentiales;f__CAITNO01;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	94.28	11	0.8948583694028874	N/A
KM86	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__UBA5734;g__JAAYKS01;s__	N/A	N/A	N/A	N/A	N/A	GCA_012522285.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__UBA5734;g__JAAYKS01;s__JAAYKS01 sp012522285	84.28	0.66	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__UBA5734;g__JAAYKS01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_017997315.1, s__JAAYKS01 sp017997315, 95.0, 78.64, 0.32	75.69	11	0.973720756489189	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
KM88	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__UBA3951;s__UBA3951 sp012842685	GCA_012842685.1	95.0	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__UBA3951;s__UBA3951 sp012842685	99.82	0.96	GCA_012842685.1	95.0	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__UBA3951;s__UBA3951 sp012842685	99.82	0.96	d__Bacteria;p__Firmicutes_E;c__DTU015;o__D8A-2;f__D2;g__UBA3951;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002385465.1, s__UBA3951 sp002385465, 95.0, 79.5, 0.53; GCA_012842425.1, s__UBA3951 sp012842425, 95.0, 79.35, 0.61; GCA_012841375.1, s__UBA3951 sp012841375, 95.0, 77.66, 0.36	90.79	11	N/A	N/A
KM89	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Fen-1087;g__Fen-1087;s__	N/A	N/A	N/A	N/A	N/A	GCA_003161855.1	95.0	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Fen-1087;g__Fen-1087;s__Fen-1087 sp003161855	78.29	0.41	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Fen-1087;g__Fen-1087;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	90.33	11	0.8954243027823794	N/A
KM9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Giesbergeria;s__Giesbergeria sp017985015	GCA_017985015.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Giesbergeria;s__Giesbergeria sp017985015	99.64	0.91	GCA_017985015.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Giesbergeria;s__Giesbergeria sp017985015	99.64	0.91	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Giesbergeria;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003008595.1, s__Giesbergeria suum, 95.0, 88.24, 0.82; GCF_003570885.1, s__Giesbergeria hankyongi, 95.0, 87.26, 0.76; GCA_001724785.1, s__Giesbergeria sp001724785, 95.0, 82.82, 0.62; GCF_003096555.1, s__Giesbergeria sp003096555, 95.0, 82.25, 0.62; GCF_003604195.1, s__Giesbergeria lacusdiani, 95.0, 81.82, 0.61; GCA_001770955.1, s__Giesbergeria sp001770955, 95.0, 81.53, 0.56; GCF_012932145.1, s__Giesbergeria sp012932145, 95.0, 81.43, 0.56; GCF_010020825.1, s__Giesbergeria sp010020825, 95.0, 81.32, 0.57; GCF_000739995.1, s__Giesbergeria granuli, 95.0, 81.31, 0.57; GCA_016192425.1, s__Giesbergeria sp016192425, 95.0, 81.2, 0.54; GCF_004341365.1, s__Giesbergeria metamorpha, 95.0, 80.45, 0.47; GCA_017998735.1, s__Giesbergeria sp017998735, 95.0, 80.19, 0.56; GCF_000688255.1, s__Giesbergeria psychrophila, 95.0, 79.64, 0.45; GCA_017988165.1, s__Giesbergeria sp017988165, 95.0, 78.7, 0.45; GCF_900111115.1, s__Giesbergeria anulus, 95.0, 78.28, 0.22; GCA_017987055.1, s__Giesbergeria sp017987055, 95.0, 78.17, 0.47; GCA_903882725.1, s__Giesbergeria sp903882725, 95.0, 78.03, 0.41	89.63	11	N/A	N/A
KM92	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Thermovirgaceae;g__58-81;s__58-81 sp002070395	GCA_002070395.1	95.0	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Thermovirgaceae;g__58-81;s__58-81 sp002070395	99.21	0.92	GCA_002070395.1	95.0	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Thermovirgaceae;g__58-81;s__58-81 sp002070395	99.21	0.92	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Thermovirgaceae;g__58-81;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_012523215.1, s__58-81 sp012523215, 95.0, 83.92, 0.7; GCA_012729145.1, s__58-81 sp012729145, 95.0, 78.94, 0.43; GCA_001509095.1, s__58-81 sp001509095, 95.0, 78.75, 0.42	82.51	11	N/A	N/A
KM93	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1402;g__UBA1402;s__UBA1402 sp002305085	GCA_002305085.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1402;g__UBA1402;s__UBA1402 sp002305085	97.51	0.95	GCA_002305085.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1402;g__UBA1402;s__UBA1402 sp002305085	97.51	0.95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1402;g__UBA1402;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_012511135.1, s__UBA1402 sp012511135, 95.0, 81.92, 0.67	89.67	11	N/A	N/A
KM98	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__DTU014;f__DTU014;g__DTU014;s__DTU014 sp900016865	GCA_900016865.1	95.0	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__DTU014;f__DTU014;g__DTU014;s__DTU014 sp900016865	99.82	0.97	GCA_900016865.1	95.0	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__DTU014;f__DTU014;g__DTU014;s__DTU014 sp900016865	99.82	0.97	d__Bacteria;p__Firmicutes_G;c__SHA-98;o__DTU014;f__DTU014;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	92.43	11	N/A	N/A
Km10	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_011358525.1	95.0	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__DTNO01;s__DTNO01 sp011358525	76.53	0.1	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	54.15	11	0.8358057955224292	N/A
Km100	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__TMP-24;s__	N/A	N/A	N/A	N/A	N/A	GCA_018240425.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__TMP-24;s__TMP-24 sp018240425	79.22	0.37	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__TMP-24;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	49.56	11	0.9725112646416506	N/A
Km101	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__JADJVJ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_016716625.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__JADJVJ01;s__JADJVJ01 sp016716625	78.98	0.43	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__JADJVJ01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	65.98	11	0.9320318349528437	N/A
Km102	d__Bacteria;p__Armatimonadota;c__UBA5377;o__UBA1398;f__UBA1398;g__UBA1398;s__UBA1398 sp002305165	GCA_002305165.1	95.0	d__Bacteria;p__Armatimonadota;c__UBA5377;o__UBA1398;f__UBA1398;g__UBA1398;s__UBA1398 sp002305165	99.0	0.91	GCA_002305165.1	95.0	d__Bacteria;p__Armatimonadota;c__UBA5377;o__UBA1398;f__UBA1398;g__UBA1398;s__UBA1398 sp002305165	99.0	0.91	d__Bacteria;p__Armatimonadota;c__UBA5377;o__UBA1398;f__UBA1398;g__UBA1398;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_014730065.1, s__UBA1398 sp014730065, 95.0, 77.39, 0.31	76.41	11	N/A	N/A
Km103	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Phycicoccus_A;s__	N/A	N/A	N/A	N/A	N/A	GCF_000367525.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Phycicoccus_A;s__Phycicoccus_A elongatus	80.81	0.56	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Phycicoccus_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	49.96	11	0.9398882379655075	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Km107	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__JADJBW01;s__JADJBW01 sp016703525	GCA_016703525.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__JADJBW01;s__JADJBW01 sp016703525	98.92	0.96	GCA_016703525.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__JADJBW01;s__JADJBW01 sp016703525	98.92	0.96	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	85.31	11	N/A	N/A
Km109	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__Microthrix;s__Microthrix sp002473265	GCA_016719385.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__Microthrix;s__Microthrix sp002473265	99.13	0.98	GCA_016719385.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__Microthrix;s__Microthrix sp002473265	99.13	0.98	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__Microthrix;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000299415.1, s__Microthrix parvicella, 95.0, 80.7, 0.64	76.43	11	N/A	N/A
Km111	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__DTU064;s__DTU064 sp001513385	GCA_001513385.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__DTU064;s__DTU064 sp001513385	98.87	0.87	GCA_001513385.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__DTU064;s__DTU064 sp001513385	98.87	0.87	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__DTU064;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_012522015.1, s__DTU064 sp012522015, 95.0, 87.06, 0.84	73.01	11	N/A	N/A
Km112	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Microlunatus;s__	N/A	N/A	N/A	N/A	N/A	GCF_000270245.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Microlunatus;s__Microlunatus phosphovorus	92.62	0.96	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Microlunatus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	43.11	11	0.9889380722979748	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Km114	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__T78;s__T78 sp012729755	GCA_012729755.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__T78;s__T78 sp012729755	99.21	0.92	GCA_012729755.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__T78;s__T78 sp012729755	99.21	0.92	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__T78;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019136215.1, s__T78 sp019136215, 95.0, 77.17, 0.07; GCA_012800995.1, s__T78 sp012800995, 95.0, 77.14, 0.03; GCA_002347705.1, s__T78 sp002347705, 95.0, 77.13, 0.05; GCA_002409365.1, s__T78 sp002409365, 95.0, 77.05, 0.04; GCA_002435825.1, s__T78 sp002435825, 95.0, 77.03, 0.05; GCA_002432795.1, s__T78 sp002432795, 95.0, 76.84, 0.05; GCA_002305635.1, s__T78 sp002305635, 95.0, 76.82, 0.06; GCA_002423495.1, s__T78 sp002423495, 95.0, 76.8, 0.05; GCA_002411175.1, s__T78 sp002411175, 95.0, 76.79, 0.05; GCA_011620445.1, s__T78 sp011620445, 95.0, 76.75, 0.04; GCA_002306055.1, s__T78 sp002306055, 95.0, 76.74, 0.05; GCA_002399085.1, s__T78 sp002399085, 95.0, 76.65, 0.06; GCA_011620465.1, s__T78 sp011620465, 95.0, 76.56, 0.05; GCA_012514645.1, s__T78 sp012514645, 95.0, 76.5, 0.04; GCA_002409625.1, s__T78 sp002409625, 95.0, 76.2, 0.03; GCA_001603765.1, s__T78 sp001603765, 95.0, 76.2, 0.05; GCA_011620505.1, s__T78 sp011620505, 95.0, 76.17, 0.05; GCA_003532515.1, s__T78 sp003532515, 95.0, 76.08, 0.02; GCA_002407905.1, s__T78 sp002407905, 95.0, 76.05, 0.04; GCA_012839565.1, s__T78 sp012839565, 95.0, 75.69, 0.04; GCA_017995665.1, s__T78 sp017995665, 95.0, 75.58, 0.04	76.45	11	N/A	N/A
Km116R	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__DTU013;g__DTU013;s__DTU013 sp002386045	GCA_002386045.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__DTU013;g__DTU013;s__DTU013 sp002386045	99.45	0.96	GCA_002386045.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__DTU013;g__DTU013;s__DTU013 sp002386045	99.45	0.96	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__DTU013;g__DTU013;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_012799845.1, s__DTU013 sp012799845, 95.0, 80.06, 0.68; GCA_002385815.1, s__DTU013 sp002385815, 95.0, 78.99, 0.56; GCA_012519745.1, s__DTU013 sp012519745, 95.0, 76.63, 0.14	87.99	11	N/A	N/A
